#Code	Age	GC	DT	Name	N4M	Trial	NFKCCF	UCA	Δ	Δ	Δ	N4M Hex	Trial Hex	NFKCCF Hex	UCA Hex	Trial Reasons
'2F17	'3.0	'So	'Com	KANGXI RADICAL TEN	'⼗	'十	'十	'十	Tr≠N4M			'2F17	'5341	'5341	'5341	16. NFKC_CF-Compat
'2F18	'3.0	'So	'Com	KANGXI RADICAL DIVINATION	'⼘	'卜	'卜	'卜	Tr≠N4M			'2F18	'535C	'535C	'535C	16. NFKC_CF-Compat
'2F19	'3.0	'So	'Com	KANGXI RADICAL SEAL	'⼙	'卩	'卩	'卩	Tr≠N4M			'2F19	'5369	'5369	'5369	16. NFKC_CF-Compat
'2F1A	'3.0	'So	'Com	KANGXI RADICAL CLIFF	'⼚	'厂	'厂	'厂	Tr≠N4M			'2F1A	'5382	'5382	'5382	16. NFKC_CF-Compat
'2F1B	'3.0	'So	'Com	KANGXI RADICAL PRIVATE	'⼛	'厶	'厶	'厶	Tr≠N4M			'2F1B	'53B6	'53B6	'53B6	16. NFKC_CF-Compat
'2F1C	'3.0	'So	'Com	KANGXI RADICAL AGAIN	'⼜	'又	'又	'又	Tr≠N4M			'2F1C	'53C8	'53C8	'53C8	16. NFKC_CF-Compat
'2F1D	'3.0	'So	'Com	KANGXI RADICAL MOUTH	'⼝	'口	'口	'口	Tr≠N4M			'2F1D	'53E3	'53E3	'53E3	16. NFKC_CF-Compat
'2F1E	'3.0	'So	'Com	KANGXI RADICAL ENCLOSURE	'⼞	'囗	'囗	'囗	Tr≠N4M			'2F1E	'56D7	'56D7	'56D7	16. NFKC_CF-Compat
'2F1F	'3.0	'So	'Com	KANGXI RADICAL EARTH	'⼟	'土	'土	'土	Tr≠N4M			'2F1F	'571F	'571F	'571F	16. NFKC_CF-Compat
'2F20	'3.0	'So	'Com	KANGXI RADICAL SCHOLAR	'⼠	'士	'士	'士	Tr≠N4M			'2F20	'58EB	'58EB	'58EB	16. NFKC_CF-Compat
'2F21	'3.0	'So	'Com	KANGXI RADICAL GO	'⼡	'夂	'夂	'夂	Tr≠N4M			'2F21	'5902	'5902	'5902	16. NFKC_CF-Compat
'2F22	'3.0	'So	'Com	KANGXI RADICAL GO SLOWLY	'⼢	'夊	'夊	'夊	Tr≠N4M			'2F22	'590A	'590A	'590A	16. NFKC_CF-Compat
'2F23	'3.0	'So	'Com	KANGXI RADICAL EVENING	'⼣	'夕	'夕	'夕	Tr≠N4M			'2F23	'5915	'5915	'5915	16. NFKC_CF-Compat
'2F24	'3.0	'So	'Com	KANGXI RADICAL BIG	'⼤	'大	'大	'大	Tr≠N4M			'2F24	'5927	'5927	'5927	16. NFKC_CF-Compat
'2F25	'3.0	'So	'Com	KANGXI RADICAL WOMAN	'⼥	'女	'女	'女	Tr≠N4M			'2F25	'5973	'5973	'5973	16. NFKC_CF-Compat
'2F26	'3.0	'So	'Com	KANGXI RADICAL CHILD	'⼦	'子	'子	'子	Tr≠N4M			'2F26	'5B50	'5B50	'5B50	16. NFKC_CF-Compat
'2F27	'3.0	'So	'Com	KANGXI RADICAL ROOF	'⼧	'宀	'宀	'宀	Tr≠N4M			'2F27	'5B80	'5B80	'5B80	16. NFKC_CF-Compat
'2F28	'3.0	'So	'Com	KANGXI RADICAL INCH	'⼨	'寸	'寸	'寸	Tr≠N4M			'2F28	'5BF8	'5BF8	'5BF8	16. NFKC_CF-Compat
'2F29	'3.0	'So	'Com	KANGXI RADICAL SMALL	'⼩	'小	'小	'小	Tr≠N4M			'2F29	'5C0F	'5C0F	'5C0F	16. NFKC_CF-Compat
'2F2A	'3.0	'So	'Com	KANGXI RADICAL LAME	'⼪	'尢	'尢	'尢	Tr≠N4M			'2F2A	'5C22	'5C22	'5C22	16. NFKC_CF-Compat
'2F2B	'3.0	'So	'Com	KANGXI RADICAL CORPSE	'⼫	'尸	'尸	'尸	Tr≠N4M			'2F2B	'5C38	'5C38	'5C38	16. NFKC_CF-Compat
'2F2C	'3.0	'So	'Com	KANGXI RADICAL SPROUT	'⼬	'屮	'屮	'屮	Tr≠N4M			'2F2C	'5C6E	'5C6E	'5C6E	16. NFKC_CF-Compat
'2F2D	'3.0	'So	'Com	KANGXI RADICAL MOUNTAIN	'⼭	'山	'山	'山	Tr≠N4M			'2F2D	'5C71	'5C71	'5C71	16. NFKC_CF-Compat
'2F2E	'3.0	'So	'Com	KANGXI RADICAL RIVER	'⼮	'巛	'巛	'巛	Tr≠N4M			'2F2E	'5DDB	'5DDB	'5DDB	16. NFKC_CF-Compat
'2F2F	'3.0	'So	'Com	KANGXI RADICAL WORK	'⼯	'工	'工	'工	Tr≠N4M			'2F2F	'5DE5	'5DE5	'5DE5	16. NFKC_CF-Compat
'2F30	'3.0	'So	'Com	KANGXI RADICAL ONESELF	'⼰	'己	'己	'己	Tr≠N4M			'2F30	'5DF1	'5DF1	'5DF1	16. NFKC_CF-Compat
'2F31	'3.0	'So	'Com	KANGXI RADICAL TURBAN	'⼱	'巾	'巾	'巾	Tr≠N4M			'2F31	'5DFE	'5DFE	'5DFE	16. NFKC_CF-Compat
'2F32	'3.0	'So	'Com	KANGXI RADICAL DRY	'⼲	'干	'干	'干	Tr≠N4M			'2F32	'5E72	'5E72	'5E72	16. NFKC_CF-Compat
'2F33	'3.0	'So	'Com	KANGXI RADICAL SHORT THREAD	'⼳	'幺	'幺	'幺	Tr≠N4M			'2F33	'5E7A	'5E7A	'5E7A	16. NFKC_CF-Compat
'2F34	'3.0	'So	'Com	KANGXI RADICAL DOTTED CLIFF	'⼴	'广	'广	'广	Tr≠N4M			'2F34	'5E7F	'5E7F	'5E7F	16. NFKC_CF-Compat
'2F35	'3.0	'So	'Com	KANGXI RADICAL LONG STRIDE	'⼵	'廴	'廴	'廴	Tr≠N4M			'2F35	'5EF4	'5EF4	'5EF4	16. NFKC_CF-Compat
'2F36	'3.0	'So	'Com	KANGXI RADICAL TWO HANDS	'⼶	'廾	'廾	'廾	Tr≠N4M			'2F36	'5EFE	'5EFE	'5EFE	16. NFKC_CF-Compat
'2F37	'3.0	'So	'Com	KANGXI RADICAL SHOOT	'⼷	'弋	'弋	'弋	Tr≠N4M			'2F37	'5F0B	'5F0B	'5F0B	16. NFKC_CF-Compat
'2F38	'3.0	'So	'Com	KANGXI RADICAL BOW	'⼸	'弓	'弓	'弓	Tr≠N4M			'2F38	'5F13	'5F13	'5F13	16. NFKC_CF-Compat
'2F39	'3.0	'So	'Com	KANGXI RADICAL SNOUT	'⼹	'彐	'彐	'彐	Tr≠N4M			'2F39	'5F50	'5F50	'5F50	16. NFKC_CF-Compat
'2F3A	'3.0	'So	'Com	KANGXI RADICAL BRISTLE	'⼺	'彡	'彡	'彡	Tr≠N4M			'2F3A	'5F61	'5F61	'5F61	16. NFKC_CF-Compat
'2F3B	'3.0	'So	'Com	KANGXI RADICAL STEP	'⼻	'彳	'彳	'彳	Tr≠N4M			'2F3B	'5F73	'5F73	'5F73	16. NFKC_CF-Compat
'2F3C	'3.0	'So	'Com	KANGXI RADICAL HEART	'⼼	'心	'心	'心	Tr≠N4M			'2F3C	'5FC3	'5FC3	'5FC3	16. NFKC_CF-Compat
'2F3D	'3.0	'So	'Com	KANGXI RADICAL HALBERD	'⼽	'戈	'戈	'戈	Tr≠N4M			'2F3D	'6208	'6208	'6208	16. NFKC_CF-Compat
'2F3E	'3.0	'So	'Com	KANGXI RADICAL DOOR	'⼾	'戶	'戶	'戶	Tr≠N4M			'2F3E	'6236	'6236	'6236	16. NFKC_CF-Compat
'2F3F	'3.0	'So	'Com	KANGXI RADICAL HAND	'⼿	'手	'手	'手	Tr≠N4M			'2F3F	'624B	'624B	'624B	16. NFKC_CF-Compat
'2F40	'3.0	'So	'Com	KANGXI RADICAL BRANCH	'⽀	'支	'支	'支	Tr≠N4M			'2F40	'652F	'652F	'652F	16. NFKC_CF-Compat
'2F41	'3.0	'So	'Com	KANGXI RADICAL RAP	'⽁	'攴	'攴	'攴	Tr≠N4M			'2F41	'6534	'6534	'6534	16. NFKC_CF-Compat
'2F42	'3.0	'So	'Com	KANGXI RADICAL SCRIPT	'⽂	'文	'文	'文	Tr≠N4M			'2F42	'6587	'6587	'6587	16. NFKC_CF-Compat
'2F43	'3.0	'So	'Com	KANGXI RADICAL DIPPER	'⽃	'斗	'斗	'斗	Tr≠N4M			'2F43	'6597	'6597	'6597	16. NFKC_CF-Compat
'2F44	'3.0	'So	'Com	KANGXI RADICAL AXE	'⽄	'斤	'斤	'斤	Tr≠N4M			'2F44	'65A4	'65A4	'65A4	16. NFKC_CF-Compat
'2F45	'3.0	'So	'Com	KANGXI RADICAL SQUARE	'⽅	'方	'方	'方	Tr≠N4M			'2F45	'65B9	'65B9	'65B9	16. NFKC_CF-Compat
'2F46	'3.0	'So	'Com	KANGXI RADICAL NOT	'⽆	'无	'无	'无	Tr≠N4M			'2F46	'65E0	'65E0	'65E0	16. NFKC_CF-Compat
'2F47	'3.0	'So	'Com	KANGXI RADICAL SUN	'⽇	'日	'日	'日	Tr≠N4M			'2F47	'65E5	'65E5	'65E5	16. NFKC_CF-Compat
'2F48	'3.0	'So	'Com	KANGXI RADICAL SAY	'⽈	'曰	'曰	'曰	Tr≠N4M			'2F48	'66F0	'66F0	'66F0	16. NFKC_CF-Compat
'2F49	'3.0	'So	'Com	KANGXI RADICAL MOON	'⽉	'月	'月	'月	Tr≠N4M			'2F49	'6708	'6708	'6708	16. NFKC_CF-Compat
'2F4A	'3.0	'So	'Com	KANGXI RADICAL TREE	'⽊	'木	'木	'木	Tr≠N4M			'2F4A	'6728	'6728	'6728	16. NFKC_CF-Compat
'2F4B	'3.0	'So	'Com	KANGXI RADICAL LACK	'⽋	'欠	'欠	'欠	Tr≠N4M			'2F4B	'6B20	'6B20	'6B20	16. NFKC_CF-Compat
'2F4C	'3.0	'So	'Com	KANGXI RADICAL STOP	'⽌	'止	'止	'止	Tr≠N4M			'2F4C	'6B62	'6B62	'6B62	16. NFKC_CF-Compat
'2F4D	'3.0	'So	'Com	KANGXI RADICAL DEATH	'⽍	'歹	'歹	'歹	Tr≠N4M			'2F4D	'6B79	'6B79	'6B79	16. NFKC_CF-Compat
'2F4E	'3.0	'So	'Com	KANGXI RADICAL WEAPON	'⽎	'殳	'殳	'殳	Tr≠N4M			'2F4E	'6BB3	'6BB3	'6BB3	16. NFKC_CF-Compat
'2F4F	'3.0	'So	'Com	KANGXI RADICAL DO NOT	'⽏	'毋	'毋	'毋	Tr≠N4M			'2F4F	'6BCB	'6BCB	'6BCB	16. NFKC_CF-Compat
'2F50	'3.0	'So	'Com	KANGXI RADICAL COMPARE	'⽐	'比	'比	'比	Tr≠N4M			'2F50	'6BD4	'6BD4	'6BD4	16. NFKC_CF-Compat
'2F51	'3.0	'So	'Com	KANGXI RADICAL FUR	'⽑	'毛	'毛	'毛	Tr≠N4M			'2F51	'6BDB	'6BDB	'6BDB	16. NFKC_CF-Compat
'2F52	'3.0	'So	'Com	KANGXI RADICAL CLAN	'⽒	'氏	'氏	'氏	Tr≠N4M			'2F52	'6C0F	'6C0F	'6C0F	16. NFKC_CF-Compat
'2F53	'3.0	'So	'Com	KANGXI RADICAL STEAM	'⽓	'气	'气	'气	Tr≠N4M			'2F53	'6C14	'6C14	'6C14	16. NFKC_CF-Compat
'2F54	'3.0	'So	'Com	KANGXI RADICAL WATER	'⽔	'水	'水	'水	Tr≠N4M			'2F54	'6C34	'6C34	'6C34	16. NFKC_CF-Compat
'2F55	'3.0	'So	'Com	KANGXI RADICAL FIRE	'⽕	'火	'火	'火	Tr≠N4M			'2F55	'706B	'706B	'706B	16. NFKC_CF-Compat
'2F56	'3.0	'So	'Com	KANGXI RADICAL CLAW	'⽖	'爪	'爪	'爪	Tr≠N4M			'2F56	'722A	'722A	'722A	16. NFKC_CF-Compat
'2F57	'3.0	'So	'Com	KANGXI RADICAL FATHER	'⽗	'父	'父	'父	Tr≠N4M			'2F57	'7236	'7236	'7236	16. NFKC_CF-Compat
'2F58	'3.0	'So	'Com	KANGXI RADICAL DOUBLE X	'⽘	'爻	'爻	'爻	Tr≠N4M			'2F58	'723B	'723B	'723B	16. NFKC_CF-Compat
'2F59	'3.0	'So	'Com	KANGXI RADICAL HALF TREE TRUNK	'⽙	'爿	'爿	'爿	Tr≠N4M			'2F59	'723F	'723F	'723F	16. NFKC_CF-Compat
'2F5A	'3.0	'So	'Com	KANGXI RADICAL SLICE	'⽚	'片	'片	'片	Tr≠N4M			'2F5A	'7247	'7247	'7247	16. NFKC_CF-Compat
'2F5B	'3.0	'So	'Com	KANGXI RADICAL FANG	'⽛	'牙	'牙	'牙	Tr≠N4M			'2F5B	'7259	'7259	'7259	16. NFKC_CF-Compat
'2F5C	'3.0	'So	'Com	KANGXI RADICAL COW	'⽜	'牛	'牛	'牛	Tr≠N4M			'2F5C	'725B	'725B	'725B	16. NFKC_CF-Compat
'2F5D	'3.0	'So	'Com	KANGXI RADICAL DOG	'⽝	'犬	'犬	'犬	Tr≠N4M			'2F5D	'72AC	'72AC	'72AC	16. NFKC_CF-Compat
'2F5E	'3.0	'So	'Com	KANGXI RADICAL PROFOUND	'⽞	'玄	'玄	'玄	Tr≠N4M			'2F5E	'7384	'7384	'7384	16. NFKC_CF-Compat
'2F5F	'3.0	'So	'Com	KANGXI RADICAL JADE	'⽟	'玉	'玉	'玉	Tr≠N4M			'2F5F	'7389	'7389	'7389	16. NFKC_CF-Compat
'2F60	'3.0	'So	'Com	KANGXI RADICAL MELON	'⽠	'瓜	'瓜	'瓜	Tr≠N4M			'2F60	'74DC	'74DC	'74DC	16. NFKC_CF-Compat
'2F61	'3.0	'So	'Com	KANGXI RADICAL TILE	'⽡	'瓦	'瓦	'瓦	Tr≠N4M			'2F61	'74E6	'74E6	'74E6	16. NFKC_CF-Compat
'2F62	'3.0	'So	'Com	KANGXI RADICAL SWEET	'⽢	'甘	'甘	'甘	Tr≠N4M			'2F62	'7518	'7518	'7518	16. NFKC_CF-Compat
'2F63	'3.0	'So	'Com	KANGXI RADICAL LIFE	'⽣	'生	'生	'生	Tr≠N4M			'2F63	'751F	'751F	'751F	16. NFKC_CF-Compat
'2F64	'3.0	'So	'Com	KANGXI RADICAL USE	'⽤	'用	'用	'用	Tr≠N4M			'2F64	'7528	'7528	'7528	16. NFKC_CF-Compat
'2F65	'3.0	'So	'Com	KANGXI RADICAL FIELD	'⽥	'田	'田	'田	Tr≠N4M			'2F65	'7530	'7530	'7530	16. NFKC_CF-Compat
'2F66	'3.0	'So	'Com	KANGXI RADICAL BOLT OF CLOTH	'⽦	'疋	'疋	'疋	Tr≠N4M			'2F66	'758B	'758B	'758B	16. NFKC_CF-Compat
'2F67	'3.0	'So	'Com	KANGXI RADICAL SICKNESS	'⽧	'疒	'疒	'疒	Tr≠N4M			'2F67	'7592	'7592	'7592	16. NFKC_CF-Compat
'2F68	'3.0	'So	'Com	KANGXI RADICAL DOTTED TENT	'⽨	'癶	'癶	'癶	Tr≠N4M			'2F68	'7676	'7676	'7676	16. NFKC_CF-Compat
'2F69	'3.0	'So	'Com	KANGXI RADICAL WHITE	'⽩	'白	'白	'白	Tr≠N4M			'2F69	'767D	'767D	'767D	16. NFKC_CF-Compat
'2F6A	'3.0	'So	'Com	KANGXI RADICAL SKIN	'⽪	'皮	'皮	'皮	Tr≠N4M			'2F6A	'76AE	'76AE	'76AE	16. NFKC_CF-Compat
'2F6B	'3.0	'So	'Com	KANGXI RADICAL DISH	'⽫	'皿	'皿	'皿	Tr≠N4M			'2F6B	'76BF	'76BF	'76BF	16. NFKC_CF-Compat
'2F6C	'3.0	'So	'Com	KANGXI RADICAL EYE	'⽬	'目	'目	'目	Tr≠N4M			'2F6C	'76EE	'76EE	'76EE	16. NFKC_CF-Compat
'2F6D	'3.0	'So	'Com	KANGXI RADICAL SPEAR	'⽭	'矛	'矛	'矛	Tr≠N4M			'2F6D	'77DB	'77DB	'77DB	16. NFKC_CF-Compat
'2F6E	'3.0	'So	'Com	KANGXI RADICAL ARROW	'⽮	'矢	'矢	'矢	Tr≠N4M			'2F6E	'77E2	'77E2	'77E2	16. NFKC_CF-Compat
'2F6F	'3.0	'So	'Com	KANGXI RADICAL STONE	'⽯	'石	'石	'石	Tr≠N4M			'2F6F	'77F3	'77F3	'77F3	16. NFKC_CF-Compat
'2F70	'3.0	'So	'Com	KANGXI RADICAL SPIRIT	'⽰	'示	'示	'示	Tr≠N4M			'2F70	'793A	'793A	'793A	16. NFKC_CF-Compat
'2F71	'3.0	'So	'Com	KANGXI RADICAL TRACK	'⽱	'禸	'禸	'禸	Tr≠N4M			'2F71	'79B8	'79B8	'79B8	16. NFKC_CF-Compat
'2F72	'3.0	'So	'Com	KANGXI RADICAL GRAIN	'⽲	'禾	'禾	'禾	Tr≠N4M			'2F72	'79BE	'79BE	'79BE	16. NFKC_CF-Compat
'2F73	'3.0	'So	'Com	KANGXI RADICAL CAVE	'⽳	'穴	'穴	'穴	Tr≠N4M			'2F73	'7A74	'7A74	'7A74	16. NFKC_CF-Compat
'2F74	'3.0	'So	'Com	KANGXI RADICAL STAND	'⽴	'立	'立	'立	Tr≠N4M			'2F74	'7ACB	'7ACB	'7ACB	16. NFKC_CF-Compat
'2F75	'3.0	'So	'Com	KANGXI RADICAL BAMBOO	'⽵	'竹	'竹	'竹	Tr≠N4M			'2F75	'7AF9	'7AF9	'7AF9	16. NFKC_CF-Compat
'2F76	'3.0	'So	'Com	KANGXI RADICAL RICE	'⽶	'米	'米	'米	Tr≠N4M			'2F76	'7C73	'7C73	'7C73	16. NFKC_CF-Compat
'2F77	'3.0	'So	'Com	KANGXI RADICAL SILK	'⽷	'糸	'糸	'糸	Tr≠N4M			'2F77	'7CF8	'7CF8	'7CF8	16. NFKC_CF-Compat
'2F78	'3.0	'So	'Com	KANGXI RADICAL JAR	'⽸	'缶	'缶	'缶	Tr≠N4M			'2F78	'7F36	'7F36	'7F36	16. NFKC_CF-Compat
'2F79	'3.0	'So	'Com	KANGXI RADICAL NET	'⽹	'网	'网	'网	Tr≠N4M			'2F79	'7F51	'7F51	'7F51	16. NFKC_CF-Compat
'2F7A	'3.0	'So	'Com	KANGXI RADICAL SHEEP	'⽺	'羊	'羊	'羊	Tr≠N4M			'2F7A	'7F8A	'7F8A	'7F8A	16. NFKC_CF-Compat
'2F7B	'3.0	'So	'Com	KANGXI RADICAL FEATHER	'⽻	'羽	'羽	'羽	Tr≠N4M			'2F7B	'7FBD	'7FBD	'7FBD	16. NFKC_CF-Compat
'2F7C	'3.0	'So	'Com	KANGXI RADICAL OLD	'⽼	'老	'老	'老	Tr≠N4M			'2F7C	'8001	'8001	'8001	16. NFKC_CF-Compat
'2F7D	'3.0	'So	'Com	KANGXI RADICAL AND	'⽽	'而	'而	'而	Tr≠N4M			'2F7D	'800C	'800C	'800C	16. NFKC_CF-Compat
'2F7E	'3.0	'So	'Com	KANGXI RADICAL PLOW	'⽾	'耒	'耒	'耒	Tr≠N4M			'2F7E	'8012	'8012	'8012	16. NFKC_CF-Compat
'2F7F	'3.0	'So	'Com	KANGXI RADICAL EAR	'⽿	'耳	'耳	'耳	Tr≠N4M			'2F7F	'8033	'8033	'8033	16. NFKC_CF-Compat
'2F80	'3.0	'So	'Com	KANGXI RADICAL BRUSH	'⾀	'聿	'聿	'聿	Tr≠N4M			'2F80	'807F	'807F	'807F	16. NFKC_CF-Compat
'2F81	'3.0	'So	'Com	KANGXI RADICAL MEAT	'⾁	'肉	'肉	'肉	Tr≠N4M			'2F81	'8089	'8089	'8089	16. NFKC_CF-Compat
'2F82	'3.0	'So	'Com	KANGXI RADICAL MINISTER	'⾂	'臣	'臣	'臣	Tr≠N4M			'2F82	'81E3	'81E3	'81E3	16. NFKC_CF-Compat
'2F83	'3.0	'So	'Com	KANGXI RADICAL SELF	'⾃	'自	'自	'自	Tr≠N4M			'2F83	'81EA	'81EA	'81EA	16. NFKC_CF-Compat
'2F84	'3.0	'So	'Com	KANGXI RADICAL ARRIVE	'⾄	'至	'至	'至	Tr≠N4M			'2F84	'81F3	'81F3	'81F3	16. NFKC_CF-Compat
'2F85	'3.0	'So	'Com	KANGXI RADICAL MORTAR	'⾅	'臼	'臼	'臼	Tr≠N4M			'2F85	'81FC	'81FC	'81FC	16. NFKC_CF-Compat
'2F86	'3.0	'So	'Com	KANGXI RADICAL TONGUE	'⾆	'舌	'舌	'舌	Tr≠N4M			'2F86	'820C	'820C	'820C	16. NFKC_CF-Compat
'2F87	'3.0	'So	'Com	KANGXI RADICAL OPPOSE	'⾇	'舛	'舛	'舛	Tr≠N4M			'2F87	'821B	'821B	'821B	16. NFKC_CF-Compat
'2F88	'3.0	'So	'Com	KANGXI RADICAL BOAT	'⾈	'舟	'舟	'舟	Tr≠N4M			'2F88	'821F	'821F	'821F	16. NFKC_CF-Compat
'2F89	'3.0	'So	'Com	KANGXI RADICAL STOPPING	'⾉	'艮	'艮	'艮	Tr≠N4M			'2F89	'826E	'826E	'826E	16. NFKC_CF-Compat
'2F8A	'3.0	'So	'Com	KANGXI RADICAL COLOR	'⾊	'色	'色	'色	Tr≠N4M			'2F8A	'8272	'8272	'8272	16. NFKC_CF-Compat
'2F8B	'3.0	'So	'Com	KANGXI RADICAL GRASS	'⾋	'艸	'艸	'艸	Tr≠N4M			'2F8B	'8278	'8278	'8278	16. NFKC_CF-Compat
'2F8C	'3.0	'So	'Com	KANGXI RADICAL TIGER	'⾌	'虍	'虍	'虍	Tr≠N4M			'2F8C	'864D	'864D	'864D	16. NFKC_CF-Compat
'2F8D	'3.0	'So	'Com	KANGXI RADICAL INSECT	'⾍	'虫	'虫	'虫	Tr≠N4M			'2F8D	'866B	'866B	'866B	16. NFKC_CF-Compat
'2F8E	'3.0	'So	'Com	KANGXI RADICAL BLOOD	'⾎	'血	'血	'血	Tr≠N4M			'2F8E	'8840	'8840	'8840	16. NFKC_CF-Compat
'2F8F	'3.0	'So	'Com	KANGXI RADICAL WALK ENCLOSURE	'⾏	'行	'行	'行	Tr≠N4M			'2F8F	'884C	'884C	'884C	16. NFKC_CF-Compat
'2F90	'3.0	'So	'Com	KANGXI RADICAL CLOTHES	'⾐	'衣	'衣	'衣	Tr≠N4M			'2F90	'8863	'8863	'8863	16. NFKC_CF-Compat
'2F91	'3.0	'So	'Com	KANGXI RADICAL WEST	'⾑	'襾	'襾	'襾	Tr≠N4M			'2F91	'897E	'897E	'897E	16. NFKC_CF-Compat
'2F92	'3.0	'So	'Com	KANGXI RADICAL SEE	'⾒	'見	'見	'見	Tr≠N4M			'2F92	'898B	'898B	'898B	16. NFKC_CF-Compat
'2F93	'3.0	'So	'Com	KANGXI RADICAL HORN	'⾓	'角	'角	'角	Tr≠N4M			'2F93	'89D2	'89D2	'89D2	16. NFKC_CF-Compat
'2F94	'3.0	'So	'Com	KANGXI RADICAL SPEECH	'⾔	'言	'言	'言	Tr≠N4M			'2F94	'8A00	'8A00	'8A00	16. NFKC_CF-Compat
'2F95	'3.0	'So	'Com	KANGXI RADICAL VALLEY	'⾕	'谷	'谷	'谷	Tr≠N4M			'2F95	'8C37	'8C37	'8C37	16. NFKC_CF-Compat
'2F96	'3.0	'So	'Com	KANGXI RADICAL BEAN	'⾖	'豆	'豆	'豆	Tr≠N4M			'2F96	'8C46	'8C46	'8C46	16. NFKC_CF-Compat
'2F97	'3.0	'So	'Com	KANGXI RADICAL PIG	'⾗	'豕	'豕	'豕	Tr≠N4M			'2F97	'8C55	'8C55	'8C55	16. NFKC_CF-Compat
'2F98	'3.0	'So	'Com	KANGXI RADICAL BADGER	'⾘	'豸	'豸	'豸	Tr≠N4M			'2F98	'8C78	'8C78	'8C78	16. NFKC_CF-Compat
'2F99	'3.0	'So	'Com	KANGXI RADICAL SHELL	'⾙	'貝	'貝	'貝	Tr≠N4M			'2F99	'8C9D	'8C9D	'8C9D	16. NFKC_CF-Compat
'2F9A	'3.0	'So	'Com	KANGXI RADICAL RED	'⾚	'赤	'赤	'赤	Tr≠N4M			'2F9A	'8D64	'8D64	'8D64	16. NFKC_CF-Compat
'2F9B	'3.0	'So	'Com	KANGXI RADICAL RUN	'⾛	'走	'走	'走	Tr≠N4M			'2F9B	'8D70	'8D70	'8D70	16. NFKC_CF-Compat
'2F9C	'3.0	'So	'Com	KANGXI RADICAL FOOT	'⾜	'足	'足	'足	Tr≠N4M			'2F9C	'8DB3	'8DB3	'8DB3	16. NFKC_CF-Compat
'2F9D	'3.0	'So	'Com	KANGXI RADICAL BODY	'⾝	'身	'身	'身	Tr≠N4M			'2F9D	'8EAB	'8EAB	'8EAB	16. NFKC_CF-Compat
'2F9E	'3.0	'So	'Com	KANGXI RADICAL CART	'⾞	'車	'車	'車	Tr≠N4M			'2F9E	'8ECA	'8ECA	'8ECA	16. NFKC_CF-Compat
'2F9F	'3.0	'So	'Com	KANGXI RADICAL BITTER	'⾟	'辛	'辛	'辛	Tr≠N4M			'2F9F	'8F9B	'8F9B	'8F9B	16. NFKC_CF-Compat
'2FA0	'3.0	'So	'Com	KANGXI RADICAL MORNING	'⾠	'辰	'辰	'辰	Tr≠N4M			'2FA0	'8FB0	'8FB0	'8FB0	16. NFKC_CF-Compat
'2FA1	'3.0	'So	'Com	KANGXI RADICAL WALK	'⾡	'辵	'辵	'辵	Tr≠N4M			'2FA1	'8FB5	'8FB5	'8FB5	16. NFKC_CF-Compat
'2FA2	'3.0	'So	'Com	KANGXI RADICAL CITY	'⾢	'邑	'邑	'邑	Tr≠N4M			'2FA2	'9091	'9091	'9091	16. NFKC_CF-Compat
'2FA3	'3.0	'So	'Com	KANGXI RADICAL WINE	'⾣	'酉	'酉	'酉	Tr≠N4M			'2FA3	'9149	'9149	'9149	16. NFKC_CF-Compat
'2FA4	'3.0	'So	'Com	KANGXI RADICAL DISTINGUISH	'⾤	'釆	'釆	'釆	Tr≠N4M			'2FA4	'91C6	'91C6	'91C6	16. NFKC_CF-Compat
'2FA5	'3.0	'So	'Com	KANGXI RADICAL VILLAGE	'⾥	'里	'里	'里	Tr≠N4M			'2FA5	'91CC	'91CC	'91CC	16. NFKC_CF-Compat
'2FA6	'3.0	'So	'Com	KANGXI RADICAL GOLD	'⾦	'金	'金	'金	Tr≠N4M			'2FA6	'91D1	'91D1	'91D1	16. NFKC_CF-Compat
'2FA7	'3.0	'So	'Com	KANGXI RADICAL LONG	'⾧	'長	'長	'長	Tr≠N4M			'2FA7	'9577	'9577	'9577	16. NFKC_CF-Compat
'2FA8	'3.0	'So	'Com	KANGXI RADICAL GATE	'⾨	'門	'門	'門	Tr≠N4M			'2FA8	'9580	'9580	'9580	16. NFKC_CF-Compat
'2FA9	'3.0	'So	'Com	KANGXI RADICAL MOUND	'⾩	'阜	'阜	'阜	Tr≠N4M			'2FA9	'961C	'961C	'961C	16. NFKC_CF-Compat
'2FAA	'3.0	'So	'Com	KANGXI RADICAL SLAVE	'⾪	'隶	'隶	'隶	Tr≠N4M			'2FAA	'96B6	'96B6	'96B6	16. NFKC_CF-Compat
'2FAB	'3.0	'So	'Com	KANGXI RADICAL SHORT TAILED BIRD	'⾫	'隹	'隹	'隹	Tr≠N4M			'2FAB	'96B9	'96B9	'96B9	16. NFKC_CF-Compat
'2FAC	'3.0	'So	'Com	KANGXI RADICAL RAIN	'⾬	'雨	'雨	'雨	Tr≠N4M			'2FAC	'96E8	'96E8	'96E8	16. NFKC_CF-Compat
'2FAD	'3.0	'So	'Com	KANGXI RADICAL BLUE	'⾭	'靑	'靑	'靑	Tr≠N4M			'2FAD	'9751	'9751	'9751	16. NFKC_CF-Compat
'2FAE	'3.0	'So	'Com	KANGXI RADICAL WRONG	'⾮	'非	'非	'非	Tr≠N4M			'2FAE	'975E	'975E	'975E	16. NFKC_CF-Compat
