# Cases where N4M differs from XNFKCCF
# Source; 	Target; 	Other; 	Reason(s); 	Comments

#@override reason=04+. digraph

1EFA;	1EFB;	006C 006C;	04+. digraph	 # ( Ỻ → ỻ )	LATIN CAPITAL LETTER MIDDLE-WELSH LL → LATIN SMALL LETTER MIDDLE-WELSH LL
2478;	2478;	0028 0035 0029;	16. NFKC_CF-Compat	 # ( ⑸ → ⑸ )	PARENTHESIZED DIGIT FIVE → PARENTHESIZED DIGIT FIVE
2479;	2479;	0028 0036 0029;	16. NFKC_CF-Compat	 # ( ⑹ → ⑹ )	PARENTHESIZED DIGIT SIX → PARENTHESIZED DIGIT SIX
247A;	247A;	0028 0037 0029;	16. NFKC_CF-Compat	 # ( ⑺ → ⑺ )	PARENTHESIZED DIGIT SEVEN → PARENTHESIZED DIGIT SEVEN
247B;	247B;	0028 0038 0029;	16. NFKC_CF-Compat	 # ( ⑻ → ⑻ )	PARENTHESIZED DIGIT EIGHT → PARENTHESIZED DIGIT EIGHT
247C;	247C;	0028 0039 0029;	16. NFKC_CF-Compat	 # ( ⑼ → ⑼ )	PARENTHESIZED DIGIT NINE → PARENTHESIZED DIGIT NINE
247D;	247D;	0028 0031 0030 0029;	16. NFKC_CF-Compat	 # ( ⑽ → ⑽ )	PARENTHESIZED NUMBER TEN → PARENTHESIZED NUMBER TEN
247E;	247E;	0028 0031 0031 0029;	16. NFKC_CF-Compat	 # ( ⑾ → ⑾ )	PARENTHESIZED NUMBER ELEVEN → PARENTHESIZED NUMBER ELEVEN
247F;	247F;	0028 0031 0032 0029;	16. NFKC_CF-Compat	 # ( ⑿ → ⑿ )	PARENTHESIZED NUMBER TWELVE → PARENTHESIZED NUMBER TWELVE
2480;	2480;	0028 0031 0033 0029;	16. NFKC_CF-Compat	 # ( ⒀ → ⒀ )	PARENTHESIZED NUMBER THIRTEEN → PARENTHESIZED NUMBER THIRTEEN
2481;	2481;	0028 0031 0034 0029;	16. NFKC_CF-Compat	 # ( ⒁ → ⒁ )	PARENTHESIZED NUMBER FOURTEEN → PARENTHESIZED NUMBER FOURTEEN
2482;	2482;	0028 0031 0035 0029;	16. NFKC_CF-Compat	 # ( ⒂ → ⒂ )	PARENTHESIZED NUMBER FIFTEEN → PARENTHESIZED NUMBER FIFTEEN
2483;	2483;	0028 0031 0036 0029;	16. NFKC_CF-Compat	 # ( ⒃ → ⒃ )	PARENTHESIZED NUMBER SIXTEEN → PARENTHESIZED NUMBER SIXTEEN
2484;	2484;	0028 0031 0037 0029;	16. NFKC_CF-Compat	 # ( ⒄ → ⒄ )	PARENTHESIZED NUMBER SEVENTEEN → PARENTHESIZED NUMBER SEVENTEEN
2485;	2485;	0028 0031 0038 0029;	16. NFKC_CF-Compat	 # ( ⒅ → ⒅ )	PARENTHESIZED NUMBER EIGHTEEN → PARENTHESIZED NUMBER EIGHTEEN
2486;	2486;	0028 0031 0039 0029;	16. NFKC_CF-Compat	 # ( ⒆ → ⒆ )	PARENTHESIZED NUMBER NINETEEN → PARENTHESIZED NUMBER NINETEEN
2487;	2487;	0028 0032 0030 0029;	16. NFKC_CF-Compat	 # ( ⒇ → ⒇ )	PARENTHESIZED NUMBER TWENTY → PARENTHESIZED NUMBER TWENTY
2488;	2488;	0031 002E;	16. NFKC_CF-Compat	 # ( ⒈ → ⒈ )	DIGIT ONE FULL STOP → DIGIT ONE FULL STOP
2489;	2489;	0032 002E;	16. NFKC_CF-Compat	 # ( ⒉ → ⒉ )	DIGIT TWO FULL STOP → DIGIT TWO FULL STOP
248A;	248A;	0033 002E;	16. NFKC_CF-Compat	 # ( ⒊ → ⒊ )	DIGIT THREE FULL STOP → DIGIT THREE FULL STOP
248B;	248B;	0034 002E;	16. NFKC_CF-Compat	 # ( ⒋ → ⒋ )	DIGIT FOUR FULL STOP → DIGIT FOUR FULL STOP
248C;	248C;	0035 002E;	16. NFKC_CF-Compat	 # ( ⒌ → ⒌ )	DIGIT FIVE FULL STOP → DIGIT FIVE FULL STOP
248D;	248D;	0036 002E;	16. NFKC_CF-Compat	 # ( ⒍ → ⒍ )	DIGIT SIX FULL STOP → DIGIT SIX FULL STOP
248E;	248E;	0037 002E;	16. NFKC_CF-Compat	 # ( ⒎ → ⒎ )	DIGIT SEVEN FULL STOP → DIGIT SEVEN FULL STOP
248F;	248F;	0038 002E;	16. NFKC_CF-Compat	 # ( ⒏ → ⒏ )	DIGIT EIGHT FULL STOP → DIGIT EIGHT FULL STOP
2490;	2490;	0039 002E;	16. NFKC_CF-Compat	 # ( ⒐ → ⒐ )	DIGIT NINE FULL STOP → DIGIT NINE FULL STOP
2491;	2491;	0031 0030 002E;	16. NFKC_CF-Compat	 # ( ⒑ → ⒑ )	NUMBER TEN FULL STOP → NUMBER TEN FULL STOP
2492;	2492;	0031 0031 002E;	16. NFKC_CF-Compat	 # ( ⒒ → ⒒ )	NUMBER ELEVEN FULL STOP → NUMBER ELEVEN FULL STOP
2493;	2493;	0031 0032 002E;	16. NFKC_CF-Compat	 # ( ⒓ → ⒓ )	NUMBER TWELVE FULL STOP → NUMBER TWELVE FULL STOP
2494;	2494;	0031 0033 002E;	16. NFKC_CF-Compat	 # ( ⒔ → ⒔ )	NUMBER THIRTEEN FULL STOP → NUMBER THIRTEEN FULL STOP
2495;	2495;	0031 0034 002E;	16. NFKC_CF-Compat	 # ( ⒕ → ⒕ )	NUMBER FOURTEEN FULL STOP → NUMBER FOURTEEN FULL STOP
2496;	2496;	0031 0035 002E;	16. NFKC_CF-Compat	 # ( ⒖ → ⒖ )	NUMBER FIFTEEN FULL STOP → NUMBER FIFTEEN FULL STOP
2497;	2497;	0031 0036 002E;	16. NFKC_CF-Compat	 # ( ⒗ → ⒗ )	NUMBER SIXTEEN FULL STOP → NUMBER SIXTEEN FULL STOP
2498;	2498;	0031 0037 002E;	16. NFKC_CF-Compat	 # ( ⒘ → ⒘ )	NUMBER SEVENTEEN FULL STOP → NUMBER SEVENTEEN FULL STOP
2499;	2499;	0031 0038 002E;	16. NFKC_CF-Compat	 # ( ⒙ → ⒙ )	NUMBER EIGHTEEN FULL STOP → NUMBER EIGHTEEN FULL STOP
249A;	249A;	0031 0039 002E;	16. NFKC_CF-Compat	 # ( ⒚ → ⒚ )	NUMBER NINETEEN FULL STOP → NUMBER NINETEEN FULL STOP
249B;	249B;	0032 0030 002E;	16. NFKC_CF-Compat	 # ( ⒛ → ⒛ )	NUMBER TWENTY FULL STOP → NUMBER TWENTY FULL STOP
249C;	249C;	0028 0061 0029;	16. NFKC_CF-Compat	 # ( ⒜ → ⒜ )	PARENTHESIZED LATIN SMALL LETTER A → PARENTHESIZED LATIN SMALL LETTER A
249D;	249D;	0028 0062 0029;	16. NFKC_CF-Compat	 # ( ⒝ → ⒝ )	PARENTHESIZED LATIN SMALL LETTER B → PARENTHESIZED LATIN SMALL LETTER B
249E;	249E;	0028 0063 0029;	16. NFKC_CF-Compat	 # ( ⒞ → ⒞ )	PARENTHESIZED LATIN SMALL LETTER C → PARENTHESIZED LATIN SMALL LETTER C
249F;	249F;	0028 0064 0029;	16. NFKC_CF-Compat	 # ( ⒟ → ⒟ )	PARENTHESIZED LATIN SMALL LETTER D → PARENTHESIZED LATIN SMALL LETTER D
24A0;	24A0;	0028 0065 0029;	16. NFKC_CF-Compat	 # ( ⒠ → ⒠ )	PARENTHESIZED LATIN SMALL LETTER E → PARENTHESIZED LATIN SMALL LETTER E
24A1;	24A1;	0028 0066 0029;	16. NFKC_CF-Compat	 # ( ⒡ → ⒡ )	PARENTHESIZED LATIN SMALL LETTER F → PARENTHESIZED LATIN SMALL LETTER F
24A2;	24A2;	0028 0067 0029;	16. NFKC_CF-Compat	 # ( ⒢ → ⒢ )	PARENTHESIZED LATIN SMALL LETTER G → PARENTHESIZED LATIN SMALL LETTER G
24A3;	24A3;	0028 0068 0029;	16. NFKC_CF-Compat	 # ( ⒣ → ⒣ )	PARENTHESIZED LATIN SMALL LETTER H → PARENTHESIZED LATIN SMALL LETTER H
24A4;	24A4;	0028 0069 0029;	16. NFKC_CF-Compat	 # ( ⒤ → ⒤ )	PARENTHESIZED LATIN SMALL LETTER I → PARENTHESIZED LATIN SMALL LETTER I
24A5;	24A5;	0028 006A 0029;	16. NFKC_CF-Compat	 # ( ⒥ → ⒥ )	PARENTHESIZED LATIN SMALL LETTER J → PARENTHESIZED LATIN SMALL LETTER J
24A6;	24A6;	0028 006B 0029;	16. NFKC_CF-Compat	 # ( ⒦ → ⒦ )	PARENTHESIZED LATIN SMALL LETTER K → PARENTHESIZED LATIN SMALL LETTER K
24A7;	24A7;	0028 006C 0029;	16. NFKC_CF-Compat	 # ( ⒧ → ⒧ )	PARENTHESIZED LATIN SMALL LETTER L → PARENTHESIZED LATIN SMALL LETTER L
24A8;	24A8;	0028 006D 0029;	16. NFKC_CF-Compat	 # ( ⒨ → ⒨ )	PARENTHESIZED LATIN SMALL LETTER M → PARENTHESIZED LATIN SMALL LETTER M
24A9;	24A9;	0028 006E 0029;	16. NFKC_CF-Compat	 # ( ⒩ → ⒩ )	PARENTHESIZED LATIN SMALL LETTER N → PARENTHESIZED LATIN SMALL LETTER N
24AA;	24AA;	0028 006F 0029;	16. NFKC_CF-Compat	 # ( ⒪ → ⒪ )	PARENTHESIZED LATIN SMALL LETTER O → PARENTHESIZED LATIN SMALL LETTER O
24AB;	24AB;	0028 0070 0029;	16. NFKC_CF-Compat	 # ( ⒫ → ⒫ )	PARENTHESIZED LATIN SMALL LETTER P → PARENTHESIZED LATIN SMALL LETTER P
24AC;	24AC;	0028 0071 0029;	16. NFKC_CF-Compat	 # ( ⒬ → ⒬ )	PARENTHESIZED LATIN SMALL LETTER Q → PARENTHESIZED LATIN SMALL LETTER Q
24AD;	24AD;	0028 0072 0029;	16. NFKC_CF-Compat	 # ( ⒭ → ⒭ )	PARENTHESIZED LATIN SMALL LETTER R → PARENTHESIZED LATIN SMALL LETTER R
24AE;	24AE;	0028 0073 0029;	16. NFKC_CF-Compat	 # ( ⒮ → ⒮ )	PARENTHESIZED LATIN SMALL LETTER S → PARENTHESIZED LATIN SMALL LETTER S
24AF;	24AF;	0028 0074 0029;	16. NFKC_CF-Compat	 # ( ⒯ → ⒯ )	PARENTHESIZED LATIN SMALL LETTER T → PARENTHESIZED LATIN SMALL LETTER T
24B0;	24B0;	0028 0075 0029;	16. NFKC_CF-Compat	 # ( ⒰ → ⒰ )	PARENTHESIZED LATIN SMALL LETTER U → PARENTHESIZED LATIN SMALL LETTER U
24B1;	24B1;	0028 0076 0029;	16. NFKC_CF-Compat	 # ( ⒱ → ⒱ )	PARENTHESIZED LATIN SMALL LETTER V → PARENTHESIZED LATIN SMALL LETTER V
24B2;	24B2;	0028 0077 0029;	16. NFKC_CF-Compat	 # ( ⒲ → ⒲ )	PARENTHESIZED LATIN SMALL LETTER W → PARENTHESIZED LATIN SMALL LETTER W
24B3;	24B3;	0028 0078 0029;	16. NFKC_CF-Compat	 # ( ⒳ → ⒳ )	PARENTHESIZED LATIN SMALL LETTER X → PARENTHESIZED LATIN SMALL LETTER X
24B4;	24B4;	0028 0079 0029;	16. NFKC_CF-Compat	 # ( ⒴ → ⒴ )	PARENTHESIZED LATIN SMALL LETTER Y → PARENTHESIZED LATIN SMALL LETTER Y
24B5;	24B5;	0028 007A 0029;	16. NFKC_CF-Compat	 # ( ⒵ → ⒵ )	PARENTHESIZED LATIN SMALL LETTER Z → PARENTHESIZED LATIN SMALL LETTER Z
2A0C;	2A0C;	222B 222B 222B 222B;	16. NFKC_CF-Compat	 # ( ⨌ → ⨌ )	QUADRUPLE INTEGRAL OPERATOR → QUADRUPLE INTEGRAL OPERATOR
2A74;	2A74;	003A 003A 003D;	16. NFKC_CF-Compat	 # ( ⩴ → ⩴ )	DOUBLE COLON EQUAL → DOUBLE COLON EQUAL
2A75;	2A75;	003D 003D;	16. NFKC_CF-Compat	 # ( ⩵ → ⩵ )	TWO CONSECUTIVE EQUALS SIGNS → TWO CONSECUTIVE EQUALS SIGNS
2A76;	2A76;	003D 003D 003D;	16. NFKC_CF-Compat	 # ( ⩶ → ⩶ )	THREE CONSECUTIVE EQUALS SIGNS → THREE CONSECUTIVE EQUALS SIGNS
2E9F;	2E9F;	6BCD;	16. NFKC_CF-Compat	 # ( ⺟ → ⺟ )	CJK RADICAL MOTHER → CJK RADICAL MOTHER
2EF3;	2EF3;	9F9F;	16. NFKC_CF-Compat	 # ( ⻳ → ⻳ )	CJK RADICAL C-SIMPLIFIED TURTLE → CJK RADICAL C-SIMPLIFIED TURTLE
2F00;	2F00;	4E00;	16. NFKC_CF-Compat	 # ( ⼀ → ⼀ )	KANGXI RADICAL ONE → KANGXI RADICAL ONE
2F01;	2F01;	4E28;	16. NFKC_CF-Compat	 # ( ⼁ → ⼁ )	KANGXI RADICAL LINE → KANGXI RADICAL LINE
2F02;	2F02;	4E36;	16. NFKC_CF-Compat	 # ( ⼂ → ⼂ )	KANGXI RADICAL DOT → KANGXI RADICAL DOT
2F03;	2F03;	4E3F;	16. NFKC_CF-Compat	 # ( ⼃ → ⼃ )	KANGXI RADICAL SLASH → KANGXI RADICAL SLASH
2F04;	2F04;	4E59;	16. NFKC_CF-Compat	 # ( ⼄ → ⼄ )	KANGXI RADICAL SECOND → KANGXI RADICAL SECOND
2F05;	2F05;	4E85;	16. NFKC_CF-Compat	 # ( ⼅ → ⼅ )	KANGXI RADICAL HOOK → KANGXI RADICAL HOOK
2F06;	2F06;	4E8C;	16. NFKC_CF-Compat	 # ( ⼆ → ⼆ )	KANGXI RADICAL TWO → KANGXI RADICAL TWO
2F07;	2F07;	4EA0;	16. NFKC_CF-Compat	 # ( ⼇ → ⼇ )	KANGXI RADICAL LID → KANGXI RADICAL LID
2F08;	2F08;	4EBA;	16. NFKC_CF-Compat	 # ( ⼈ → ⼈ )	KANGXI RADICAL MAN → KANGXI RADICAL MAN
2F09;	2F09;	513F;	16. NFKC_CF-Compat	 # ( ⼉ → ⼉ )	KANGXI RADICAL LEGS → KANGXI RADICAL LEGS
2F0A;	2F0A;	5165;	16. NFKC_CF-Compat	 # ( ⼊ → ⼊ )	KANGXI RADICAL ENTER → KANGXI RADICAL ENTER
2F0B;	2F0B;	516B;	16. NFKC_CF-Compat	 # ( ⼋ → ⼋ )	KANGXI RADICAL EIGHT → KANGXI RADICAL EIGHT
2F0C;	2F0C;	5182;	16. NFKC_CF-Compat	 # ( ⼌ → ⼌ )	KANGXI RADICAL DOWN BOX → KANGXI RADICAL DOWN BOX
2F0D;	2F0D;	5196;	16. NFKC_CF-Compat	 # ( ⼍ → ⼍ )	KANGXI RADICAL COVER → KANGXI RADICAL COVER
2F0E;	2F0E;	51AB;	16. NFKC_CF-Compat	 # ( ⼎ → ⼎ )	KANGXI RADICAL ICE → KANGXI RADICAL ICE
2F0F;	2F0F;	51E0;	16. NFKC_CF-Compat	 # ( ⼏ → ⼏ )	KANGXI RADICAL TABLE → KANGXI RADICAL TABLE
2F10;	2F10;	51F5;	16. NFKC_CF-Compat	 # ( ⼐ → ⼐ )	KANGXI RADICAL OPEN BOX → KANGXI RADICAL OPEN BOX
2F11;	2F11;	5200;	16. NFKC_CF-Compat	 # ( ⼑ → ⼑ )	KANGXI RADICAL KNIFE → KANGXI RADICAL KNIFE
2F12;	2F12;	529B;	16. NFKC_CF-Compat	 # ( ⼒ → ⼒ )	KANGXI RADICAL POWER → KANGXI RADICAL POWER
2F13;	2F13;	52F9;	16. NFKC_CF-Compat	 # ( ⼓ → ⼓ )	KANGXI RADICAL WRAP → KANGXI RADICAL WRAP
2F14;	2F14;	5315;	16. NFKC_CF-Compat	 # ( ⼔ → ⼔ )	KANGXI RADICAL SPOON → KANGXI RADICAL SPOON
2F15;	2F15;	531A;	16. NFKC_CF-Compat	 # ( ⼕ → ⼕ )	KANGXI RADICAL RIGHT OPEN BOX → KANGXI RADICAL RIGHT OPEN BOX
2F16;	2F16;	5338;	16. NFKC_CF-Compat	 # ( ⼖ → ⼖ )	KANGXI RADICAL HIDING ENCLOSURE → KANGXI RADICAL HIDING ENCLOSURE
2F17;	2F17;	5341;	16. NFKC_CF-Compat	 # ( ⼗ → ⼗ )	KANGXI RADICAL TEN → KANGXI RADICAL TEN
2F18;	2F18;	535C;	16. NFKC_CF-Compat	 # ( ⼘ → ⼘ )	KANGXI RADICAL DIVINATION → KANGXI RADICAL DIVINATION
2F19;	2F19;	5369;	16. NFKC_CF-Compat	 # ( ⼙ → ⼙ )	KANGXI RADICAL SEAL → KANGXI RADICAL SEAL
2F1A;	2F1A;	5382;	16. NFKC_CF-Compat	 # ( ⼚ → ⼚ )	KANGXI RADICAL CLIFF → KANGXI RADICAL CLIFF
2F1B;	2F1B;	53B6;	16. NFKC_CF-Compat	 # ( ⼛ → ⼛ )	KANGXI RADICAL PRIVATE → KANGXI RADICAL PRIVATE
2F1C;	2F1C;	53C8;	16. NFKC_CF-Compat	 # ( ⼜ → ⼜ )	KANGXI RADICAL AGAIN → KANGXI RADICAL AGAIN
2F1D;	2F1D;	53E3;	16. NFKC_CF-Compat	 # ( ⼝ → ⼝ )	KANGXI RADICAL MOUTH → KANGXI RADICAL MOUTH
2F1E;	2F1E;	56D7;	16. NFKC_CF-Compat	 # ( ⼞ → ⼞ )	KANGXI RADICAL ENCLOSURE → KANGXI RADICAL ENCLOSURE
2F1F;	2F1F;	571F;	16. NFKC_CF-Compat	 # ( ⼟ → ⼟ )	KANGXI RADICAL EARTH → KANGXI RADICAL EARTH
2F20;	2F20;	58EB;	16. NFKC_CF-Compat	 # ( ⼠ → ⼠ )	KANGXI RADICAL SCHOLAR → KANGXI RADICAL SCHOLAR
2F21;	2F21;	5902;	16. NFKC_CF-Compat	 # ( ⼡ → ⼡ )	KANGXI RADICAL GO → KANGXI RADICAL GO
2F22;	2F22;	590A;	16. NFKC_CF-Compat	 # ( ⼢ → ⼢ )	KANGXI RADICAL GO SLOWLY → KANGXI RADICAL GO SLOWLY
2F23;	2F23;	5915;	16. NFKC_CF-Compat	 # ( ⼣ → ⼣ )	KANGXI RADICAL EVENING → KANGXI RADICAL EVENING
2F24;	2F24;	5927;	16. NFKC_CF-Compat	 # ( ⼤ → ⼤ )	KANGXI RADICAL BIG → KANGXI RADICAL BIG
2F25;	2F25;	5973;	16. NFKC_CF-Compat	 # ( ⼥ → ⼥ )	KANGXI RADICAL WOMAN → KANGXI RADICAL WOMAN
2F26;	2F26;	5B50;	16. NFKC_CF-Compat	 # ( ⼦ → ⼦ )	KANGXI RADICAL CHILD → KANGXI RADICAL CHILD
2F27;	2F27;	5B80;	16. NFKC_CF-Compat	 # ( ⼧ → ⼧ )	KANGXI RADICAL ROOF → KANGXI RADICAL ROOF
2F28;	2F28;	5BF8;	16. NFKC_CF-Compat	 # ( ⼨ → ⼨ )	KANGXI RADICAL INCH → KANGXI RADICAL INCH
2F29;	2F29;	5C0F;	16. NFKC_CF-Compat	 # ( ⼩ → ⼩ )	KANGXI RADICAL SMALL → KANGXI RADICAL SMALL
2F2A;	2F2A;	5C22;	16. NFKC_CF-Compat	 # ( ⼪ → ⼪ )	KANGXI RADICAL LAME → KANGXI RADICAL LAME
2F2B;	2F2B;	5C38;	16. NFKC_CF-Compat	 # ( ⼫ → ⼫ )	KANGXI RADICAL CORPSE → KANGXI RADICAL CORPSE
2F2C;	2F2C;	5C6E;	16. NFKC_CF-Compat	 # ( ⼬ → ⼬ )	KANGXI RADICAL SPROUT → KANGXI RADICAL SPROUT
2F2D;	2F2D;	5C71;	16. NFKC_CF-Compat	 # ( ⼭ → ⼭ )	KANGXI RADICAL MOUNTAIN → KANGXI RADICAL MOUNTAIN
2F2E;	2F2E;	5DDB;	16. NFKC_CF-Compat	 # ( ⼮ → ⼮ )	KANGXI RADICAL RIVER → KANGXI RADICAL RIVER
2F2F;	2F2F;	5DE5;	16. NFKC_CF-Compat	 # ( ⼯ → ⼯ )	KANGXI RADICAL WORK → KANGXI RADICAL WORK
2F30;	2F30;	5DF1;	16. NFKC_CF-Compat	 # ( ⼰ → ⼰ )	KANGXI RADICAL ONESELF → KANGXI RADICAL ONESELF
2F31;	2F31;	5DFE;	16. NFKC_CF-Compat	 # ( ⼱ → ⼱ )	KANGXI RADICAL TURBAN → KANGXI RADICAL TURBAN
2F32;	2F32;	5E72;	16. NFKC_CF-Compat	 # ( ⼲ → ⼲ )	KANGXI RADICAL DRY → KANGXI RADICAL DRY
2F33;	2F33;	5E7A;	16. NFKC_CF-Compat	 # ( ⼳ → ⼳ )	KANGXI RADICAL SHORT THREAD → KANGXI RADICAL SHORT THREAD
2F34;	2F34;	5E7F;	16. NFKC_CF-Compat	 # ( ⼴ → ⼴ )	KANGXI RADICAL DOTTED CLIFF → KANGXI RADICAL DOTTED CLIFF
2F35;	2F35;	5EF4;	16. NFKC_CF-Compat	 # ( ⼵ → ⼵ )	KANGXI RADICAL LONG STRIDE → KANGXI RADICAL LONG STRIDE
2F36;	2F36;	5EFE;	16. NFKC_CF-Compat	 # ( ⼶ → ⼶ )	KANGXI RADICAL TWO HANDS → KANGXI RADICAL TWO HANDS
2F37;	2F37;	5F0B;	16. NFKC_CF-Compat	 # ( ⼷ → ⼷ )	KANGXI RADICAL SHOOT → KANGXI RADICAL SHOOT
2F38;	2F38;	5F13;	16. NFKC_CF-Compat	 # ( ⼸ → ⼸ )	KANGXI RADICAL BOW → KANGXI RADICAL BOW
2F39;	2F39;	5F50;	16. NFKC_CF-Compat	 # ( ⼹ → ⼹ )	KANGXI RADICAL SNOUT → KANGXI RADICAL SNOUT
2F3A;	2F3A;	5F61;	16. NFKC_CF-Compat	 # ( ⼺ → ⼺ )	KANGXI RADICAL BRISTLE → KANGXI RADICAL BRISTLE
2F3B;	2F3B;	5F73;	16. NFKC_CF-Compat	 # ( ⼻ → ⼻ )	KANGXI RADICAL STEP → KANGXI RADICAL STEP
2F3C;	2F3C;	5FC3;	16. NFKC_CF-Compat	 # ( ⼼ → ⼼ )	KANGXI RADICAL HEART → KANGXI RADICAL HEART
2F3D;	2F3D;	6208;	16. NFKC_CF-Compat	 # ( ⼽ → ⼽ )	KANGXI RADICAL HALBERD → KANGXI RADICAL HALBERD
2F3E;	2F3E;	6236;	16. NFKC_CF-Compat	 # ( ⼾ → ⼾ )	KANGXI RADICAL DOOR → KANGXI RADICAL DOOR
2F3F;	2F3F;	624B;	16. NFKC_CF-Compat	 # ( ⼿ → ⼿ )	KANGXI RADICAL HAND → KANGXI RADICAL HAND
2F40;	2F40;	652F;	16. NFKC_CF-Compat	 # ( ⽀ → ⽀ )	KANGXI RADICAL BRANCH → KANGXI RADICAL BRANCH
2F41;	2F41;	6534;	16. NFKC_CF-Compat	 # ( ⽁ → ⽁ )	KANGXI RADICAL RAP → KANGXI RADICAL RAP
2F42;	2F42;	6587;	16. NFKC_CF-Compat	 # ( ⽂ → ⽂ )	KANGXI RADICAL SCRIPT → KANGXI RADICAL SCRIPT
2F43;	2F43;	6597;	16. NFKC_CF-Compat	 # ( ⽃ → ⽃ )	KANGXI RADICAL DIPPER → KANGXI RADICAL DIPPER
2F44;	2F44;	65A4;	16. NFKC_CF-Compat	 # ( ⽄ → ⽄ )	KANGXI RADICAL AXE → KANGXI RADICAL AXE
2F45;	2F45;	65B9;	16. NFKC_CF-Compat	 # ( ⽅ → ⽅ )	KANGXI RADICAL SQUARE → KANGXI RADICAL SQUARE
2F46;	2F46;	65E0;	16. NFKC_CF-Compat	 # ( ⽆ → ⽆ )	KANGXI RADICAL NOT → KANGXI RADICAL NOT
2F47;	2F47;	65E5;	16. NFKC_CF-Compat	 # ( ⽇ → ⽇ )	KANGXI RADICAL SUN → KANGXI RADICAL SUN
2F48;	2F48;	66F0;	16. NFKC_CF-Compat	 # ( ⽈ → ⽈ )	KANGXI RADICAL SAY → KANGXI RADICAL SAY
2F49;	2F49;	6708;	16. NFKC_CF-Compat	 # ( ⽉ → ⽉ )	KANGXI RADICAL MOON → KANGXI RADICAL MOON
2F4A;	2F4A;	6728;	16. NFKC_CF-Compat	 # ( ⽊ → ⽊ )	KANGXI RADICAL TREE → KANGXI RADICAL TREE
2F4B;	2F4B;	6B20;	16. NFKC_CF-Compat	 # ( ⽋ → ⽋ )	KANGXI RADICAL LACK → KANGXI RADICAL LACK
2F4C;	2F4C;	6B62;	16. NFKC_CF-Compat	 # ( ⽌ → ⽌ )	KANGXI RADICAL STOP → KANGXI RADICAL STOP
2F4D;	2F4D;	6B79;	16. NFKC_CF-Compat	 # ( ⽍ → ⽍ )	KANGXI RADICAL DEATH → KANGXI RADICAL DEATH
2F4E;	2F4E;	6BB3;	16. NFKC_CF-Compat	 # ( ⽎ → ⽎ )	KANGXI RADICAL WEAPON → KANGXI RADICAL WEAPON
2F4F;	2F4F;	6BCB;	16. NFKC_CF-Compat	 # ( ⽏ → ⽏ )	KANGXI RADICAL DO NOT → KANGXI RADICAL DO NOT
2F50;	2F50;	6BD4;	16. NFKC_CF-Compat	 # ( ⽐ → ⽐ )	KANGXI RADICAL COMPARE → KANGXI RADICAL COMPARE
2F51;	2F51;	6BDB;	16. NFKC_CF-Compat	 # ( ⽑ → ⽑ )	KANGXI RADICAL FUR → KANGXI RADICAL FUR
2F52;	2F52;	6C0F;	16. NFKC_CF-Compat	 # ( ⽒ → ⽒ )	KANGXI RADICAL CLAN → KANGXI RADICAL CLAN
2F53;	2F53;	6C14;	16. NFKC_CF-Compat	 # ( ⽓ → ⽓ )	KANGXI RADICAL STEAM → KANGXI RADICAL STEAM
2F54;	2F54;	6C34;	16. NFKC_CF-Compat	 # ( ⽔ → ⽔ )	KANGXI RADICAL WATER → KANGXI RADICAL WATER
2F55;	2F55;	706B;	16. NFKC_CF-Compat	 # ( ⽕ → ⽕ )	KANGXI RADICAL FIRE → KANGXI RADICAL FIRE
2F56;	2F56;	722A;	16. NFKC_CF-Compat	 # ( ⽖ → ⽖ )	KANGXI RADICAL CLAW → KANGXI RADICAL CLAW
2F57;	2F57;	7236;	16. NFKC_CF-Compat	 # ( ⽗ → ⽗ )	KANGXI RADICAL FATHER → KANGXI RADICAL FATHER
2F58;	2F58;	723B;	16. NFKC_CF-Compat	 # ( ⽘ → ⽘ )	KANGXI RADICAL DOUBLE X → KANGXI RADICAL DOUBLE X
2F59;	2F59;	723F;	16. NFKC_CF-Compat	 # ( ⽙ → ⽙ )	KANGXI RADICAL HALF TREE TRUNK → KANGXI RADICAL HALF TREE TRUNK
2F5A;	2F5A;	7247;	16. NFKC_CF-Compat	 # ( ⽚ → ⽚ )	KANGXI RADICAL SLICE → KANGXI RADICAL SLICE
2F5B;	2F5B;	7259;	16. NFKC_CF-Compat	 # ( ⽛ → ⽛ )	KANGXI RADICAL FANG → KANGXI RADICAL FANG
2F5C;	2F5C;	725B;	16. NFKC_CF-Compat	 # ( ⽜ → ⽜ )	KANGXI RADICAL COW → KANGXI RADICAL COW
2F5D;	2F5D;	72AC;	16. NFKC_CF-Compat	 # ( ⽝ → ⽝ )	KANGXI RADICAL DOG → KANGXI RADICAL DOG
2F5E;	2F5E;	7384;	16. NFKC_CF-Compat	 # ( ⽞ → ⽞ )	KANGXI RADICAL PROFOUND → KANGXI RADICAL PROFOUND
2F5F;	2F5F;	7389;	16. NFKC_CF-Compat	 # ( ⽟ → ⽟ )	KANGXI RADICAL JADE → KANGXI RADICAL JADE
2F60;	2F60;	74DC;	16. NFKC_CF-Compat	 # ( ⽠ → ⽠ )	KANGXI RADICAL MELON → KANGXI RADICAL MELON
2F61;	2F61;	74E6;	16. NFKC_CF-Compat	 # ( ⽡ → ⽡ )	KANGXI RADICAL TILE → KANGXI RADICAL TILE
